6,0.09941167190195202,9,1350.8191959842532
11,0.04250042623452003,2,1702.9864075722321
4,0.08749574826865765,2,1716.9420169758771
8,0.09582417492078314,8,1381.7506372055277
9,0.05718614239354194,12,1338.4433796253991
4,0.03601532427142408,7,1417.2167999428721
3,0.022522036341897988,10,1390.6356812606273
3,0.08045233248697499,1,1905.4396080652582
14,0.07372942287499251,6,1448.407669574432
2,0.06296311629040709,6,1425.4139056432721
13,0.034915264246983414,13,1376.2084707559641
5,0.01191569679014487,13,1441.6793760231214
12,0.045069728306331235,10,1384.3570941502962
14,0.0722315855740976,12,1335.9525722421749
10,0.0990518196340746,11,1323.1324587567676
13,0.09905177564430342,2,1735.9636906897172
3,0.0571500898402328,6,1431.3860498295517
8,0.06708397032947506,6,1439.8560753574027
11,0.016706773188442048,3,1603.7939221961801
9,0.025773528586140137,3,1595.2350408573391
3,0.035436313224454376,13,1341.9694678783176
4,0.04664639171158628,5,1473.5352035436567
12,0.08068475310076455,4,1538.6491122718917
5,0.09286667417557329,10,1329.534217744628
9,0.031007071258668594,14,1369.4979269027531
6,0.04527814673296665,8,1389.4608316499423
11,0.07972662316423612,13,1314.0050460146483
12,0.013898021530404713,8,1494.455574815003
3,0.055000224557741006,5,1475.5964264307054
14,0.03228506967781759,10,1411.1232434006895
14,0.04137056095979037,7,1438.4767606767523
8,0.05774115481055769,5,1478.6238583152222
11,0.06064212492202812,5,1481.6626097117255
4,0.03137178908727486,1,1895.7398049809015
10,0.09554183209433074,3,1620.7461261262085
2,0.007547645601886544,8,1531.8394361463193
4,0.08070953084398184,5,1481.6882363519401
7,0.07715341882291668,12,1315.5140384179222
8,0.0010641751590846238,3,1777.5020283338913
11,0.05779407756784701,12,1341.2589345843769
14,0.06799994967410175,8,1394.4258298455431
5,0.08403192470430161,1,1910.8753337688088
12,0.04692737357332081,6,1448.8093755549528
4,0.03911647989019834,14,1321.1636445582951
11,0.06468678595417968,11,1348.2699525071239
6,0.05629602445110845,1,1920.9023935383818
10,0.05657989853126831,7,1410.3294677266977
10,0.03353052580261758,8,1428.5268142986922
12,0.05387456463787872,10,1372.5068614493478
3,0.08797417533957272,7,1399.2008894874491
3,0.09748661777087356,12,1279.021588563724
6,0.06356958250017328,12,1319.937528336618
5,0.03527557426630682,7,1412.9202453402856
2,0.024465929195492186,9,1405.941956943356
9,0.0031355868076381244,10,1618.4000687033972
11,0.053180810880803966,4,1528.603429693256
11,0.02891883163689436,2,1700.7822707033101
10,0.08241306587934638,4,1535.4042427134414
5,0.057700943233566795,4,1521.8899744905634
9,0.0619125084051518,6,1444.6251391127535
9,0.0005017688228504458,1,1908.7504072422332
5,0.004461258037226268,11,1562.0354266319457
8,0.04930458998777286,12,1349.4812599616018
8,0.08649328645741082,11,1325.1438405615502
4,0.010981982123974643,11,1466.6455754751516
2,0.05074509639408385,10,1340.3887194444969
7,0.01070568143344317,2,1694.3521467926655
7,0.0472575740247271,8,1395.8397790171873
11,0.00490008547165569,8,1578.1441872256046
4,0.08586254447981027,11,1307.2729672479779
4,0.0535197931354933,1,1928.2962373002265
4,0.016599131714084125,10,1420.1432159009382
9,0.09761328336245899,6,1440.2236933760689
14,0.04144942190309102,10,1390.0114942930186
12,0.08421026619663122,6,1439.8851816992699
7,0.03121347843603576,9,1403.6989230358949
11,0.06274075277241678,14,1320.2430804034934
4,0.0405425996530606,8,1385.2147156848005
14,0.015256070940332355,12,1460.4210904308657
12,0.09360855696748083,7,1410.6686569633325
6,0.0766873723040445,10,1335.4044710945577
10,0.022119180018564267,13,1408.9520587426985
13,0.06401600427039582,9,1378.1991881571771
12,0.04834848964940478,14,1345.9277663517053
8,0.09396855351699425,13,1292.2732966103665
4,0.03931985692119946,7,1410.5918163884203
8,0.051152897531490174,5,1481.5169073357856
11,0.047544666622094764,11,1367.028164269951
3,0.09862391288932326,5,1483.1310489980604
13,0.03279564249806778,5,1499.9906986686233
11,0.09964546746872716,6,1442.2141697266304
5,0.027484649337615907,14,1357.6529138830724
2,0.015583817351033747,8,1447.392407224929
9,0.044802463873922206,9,1390.2195248295038
7,0.03448473050819223,3,1591.284878778737
11,0.08300872788003602,7,1410.028998028195
12,0.005086385858279641,7,1596.0543920718651
12,0.009144175668686971,9,1524.7114970263283
11,0.04947900562180831,2,1705.238591041443
9,0.0501228223233162,7,1422.2014480031467
